QNO,Q13.1 ,Q13.1a,Q13.1b,Q13.1c,Q13.1d,Q13.1e,Q13.1f,Q13.1g,Q13.1h,Q13.2 ,Q13.2a,Q13.2b,Q13.2c,Q13.2d,Q13.2e,Q13.2f,Q13.2g,Q13.2h,Q13.3 ,Q13.3a,Q13.3b,Q13.3c,Q13.3d,Q13.3e,Q13.3f,Q13.3g,Q13.3h,Q14.1,Q14.1,Q14.1,Q14.1,Q14.1,Q14.1,Q14.1,Q14.1,Q14.1,Q14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,Q14.3,Q14.3,Q14.3,Q14.3,Q14.3,Q14.3,Q14.3,Q14.3,Q14.3,Q14.3,Q14.1,Q15.1,Q15.2,Q15.3,Q16.1,Q16.1,Q16.1,Q16.1,Q16.1,Q16.1,Q16.1,Q16.1,Q16.1,Q16.1,Q16.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.1,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.2,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q16.2.3,Q17.1,Q17.1,Q17.1,Q17.1,Q17.1,Q17.2.1,Q17.2.1,Q17.2.1,Q17.2.1,Q17.2.1,Q17.2.1,Q17.2.2,Q17.2.2,Q17.2.2,Q17.2.2,Q17.2.2,Q17.2.2,Q17.2.3,Q17.2.3,Q17.2.3,Q17.2.3,Q17.2.3,Q17.2.3,S8.1.1,S8.1.2,S8.1.3,S8.1.4,S8.1.5,S8.1.6,S8.1.7,S8.1.8,Q18.1.1,Q18.1.2,Q18.1.3,Q18.1.4,Q18.1.5,Q18.1.6,Q18.1.7,Q18.1.8,Q19.1.1,Q19.1.2,Q19.1.3,Q19.1.4,Q19.1.5,Q19.1.6,Q19.1.7,Q19.1.8,Q19.1.9,Q19.1.10,Q19.1.11,Q19.1,Q19.2,Q20,Q21,Q22,,Q24.1,Q24.2,Q24.3,Q24.4,Q24.5,Q24.6,Q24.7,Q24.8,Q24.9,Q24.10,Q24.11,Q24.12,Q24.13,Q24.14,Q24.15,Q24.16,Q24.17,Q24.18,Q24.19,Q24.20,Q24.21,Q24.22,Q24.23,Q24.24,Q24.25,Q24.26,Q24.27
213,Boots,,1,,2,,,,,Watson,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,400,300,,5,5,5,4,4,5,5,5,5,5,4,Boots,4,4,4,4,4,4,4,4,4,4,4,Watson,3,4,4,3,4,4,4,4,4,4,4,,,,,,,,,,,,,5,5,5,5,5,Boots,4,4,5,99,4,Watson,4,4,4,99,4,,,,,,,2,,,,,,2,,,,,,,,,,1,1,1,,,1,,,,,,6,C,A,4,,,4,4,5,4,3,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5
214,Watson,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,3000,,,4,4,4,5,4,5,5,5,5,5,3,Watson,4,5,5,5,4,4,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,5,Watson,4,4,3,3,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,1,1,,1,,,,,,,,2,C,A,3,,,2,2,3,2,2,2,3,4,4,4,3,3,2,4,2,4,4,4,3,4,4,3,4,4,4,1,3
215,Pure by Big C,1,2,,,,,,,Watson,,,,1,2,,,,Boots,,,,1,2,,,,Pure by Big C,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,300,400,300,4,5,5,5,5,5,5,5,5,5,4,Pure by Big C,2,3,3,3,3,4,4,4,4,4,3,Watson,3,4,4,3,4,4,4,4,4,4,3,Boots,3,4,4,3,4,4,3,3,4,4,3,5,5,5,5,5,Pure by Big C,4,4,3,4,4,Watson,4,4,4,99,4,Boots,4,4,4,99,4,2,,,2,1,,2,,,,,,5,,,,1,1,1,1,,1,,1,1,,,4,A,A,4,B,,2,2,4,4,4,3,4,5,4,3,3,4,3,3,4,3,3,3,3,5,4,3,5,4,3,3,3
216,Pure by Big C,,1,,2,3,,,,Watson,,1,,,,,,,Boots,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,900,900,400,5,5,5,4,5,5,5,5,5,5,4,Pure by Big C,4,4,4,5,4,5,5,5,4,5,3,Watson,5,5,5,5,5,2,4,4,5,5,5,Boots,5,5,5,4,2,2,4,4,5,3,5,5,5,3,5,5,Pure by Big C,5,3,3,5,5,Watson,4,5,3,99,5,Boots,4,5,3,99,5,2,,,,1,,2,,,,,,5,,,,,,1,,,,,,,1,,10,B,B,4,C,,2,4,4,4,4,4,4,5,2,4,3,4,3,4,3,4,3,4,4,4,4,4,4,5,4,1,1
217,Pure by Big C,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,Pure by Big C,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,D,100,,,4,5,3,5,3,4,4,4,4,4,3,Pure by Big C,4,3,4,4,3,4,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,5,Pure by Big C,4,3,3,3,4,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,1,1,1,1,1,,1,,1,,,7,C,B,3,B,,2,2,2,3,3,3,4,4,2,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,1,1
218,Pure by Big C,1,3,,,2,,,,Watson,,,,,1,,,,Boots,1,2,,,3,,,,Pure by Big C,,1,,,,,,,,,,,,,,,,,,Boots,,1,,,,,,,,D,1500,10000,500,5,5,5,5,5,5,5,5,5,5,5,Pure by Big C,4,4,3,5,3,5,4,5,4,4,2,Watson,5,5,5,4,5,2,5,4,4,5,5,Boots,5,5,4,3,4,2,5,4,4,4,4,5,5,5,5,5,Pure by Big C,4,3,3,5,4,Watson,5,5,4,99,5,Boots,4,4,4,99,5,2,,2,,1,,2,,,,,,4,,,,,1,,,,1,,1,,,,6,A,B,4,C,,4,4,4,4,5,4,4,4,2,4,4,4,5,4,2,4,4,5,4,4,5,4,4,4,5,1,4
219,Pure by Big C,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Pure by Big C,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,D,100,,,4,4,3,5,3,5,5,5,3,5,3,Pure by Big C,4,4,3,5,3,5,5,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,Pure by Big C,3,3,3,4,4,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,1,1,,,1,,,,,4,C,B,4,A,,2,2,4,4,2,3,4,4,4,4,3,2,2,3,4,4,3,4,2,4,4,4,4,4,4,2,4
220,Pure by Big C,1,2,,,,,,,Boots,,2,,1,,,,,Watson,,2,,1,,,,,Pure by Big C,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,D,200,500,300,5,4,4,3,4,4,5,5,5,4,2,Pure by Big C,4,4,4,4,4,4,4,4,4,4,1,Boots,4,4,4,2,2,4,4,4,4,2,4,Watson,3,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,Pure by Big C,5,5,3,4,5,Boots,4,4,3,99,3,Watson,3,3,3,99,3,2,,,,1,,2,,,,,,4,,,,1,1,1,1,,,1,1,1,,,4,B,B,4,A,,4,4,3,4,5,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,3,3,5,5,4,4,4
221,Pure by Big C,1,2,,,,,,,Save Drug,1,,,,,,,,Watson,,,,1,2,,,,Pure by Big C,,,,,1,,,,,Save Drug,,1,,,,,,,,,,,,,,,,,,D,100,150,200,4,5,4,5,5,5,5,5,4,5,4,Pure by Big C,4,4,3,3,4,4,4,4,4,4,3,Save Drug,4,4,3,4,4,4,4,4,4,4,3,Watson,3,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,Pure by Big C,4,4,4,4,4,Save Drug,4,4,4,99,4,Watson,4,4,4,99,4,2,,,,1,2,2,,,,,,5,,,,1,1,1,1,1,1,1,1,1,,,6,B,B,4,B,,3,4,4,5,4,3,4,5,4,3,3,4,2,3,4,3,3,4,3,4,3,4,4,5,3,3,4
222,Pure by Big C,1,2,,,,,,,Save Drug,1,,,,,,,,Fascino,1,,,,,,,,Pure by Big C,1,,,,,,,,,Save Drug,,,1,,,,,,,Fascino,,,1,,,,,,,D,350,300,300,5,5,5,5,5,5,5,5,5,5,4,Pure by Big C,3,3,3,3,3,4,4,4,4,4,3,Save Drug,5,4,4,4,3,4,4,4,4,4,4,Fascino,5,3,3,4,3,4,4,4,4,4,4,5,5,5,5,5,Pure by Big C,4,4,3,4,4,Save Drug,4,4,4,99,4,Fascino,4,4,4,99,4,2,,2,,1,2,2,,,,,,4,,,,,,1,1,,,1,1,,,,3,A,B,3,B,,3,4,3,3,3,2,4,4,3,4,3,4,3,4,4,4,3,4,3,5,4,4,3,4,3,3,4
223,Pure by Big C,1,,,,,,,,Watson,,1,3,2,,,,,Boots,,,,,1,,,,Pure by Big C,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,C,50,200,200,4,5,5,4,5,5,5,5,5,5,5,Pure by Big C,3,4,3,4,3,5,5,5,4,4,3,Watson,4,5,5,5,5,4,5,5,5,5,5,Boots,5,5,5,3,4,4,5,5,4,2,3,5,5,3,3,5,Pure by Big C,4,3,3,4,4,Watson,4,5,3,99,5,Boots,5,4,3,99,5,2,,,2,1,2,2,2,,,,,2,,,,1,1,1,1,,,1,1,1,,,4,A,B,4,B,,4,4,2,4,4,4,4,4,2,4,4,3,4,4,2,2,4,4,4,4,4,4,4,4,4,1,5
224,Pure by Big C,,,,,2,1,,,Watson,,,,1,2,,,,Boots,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,1,1,,,,,,,D,950,900,100,4,5,5,5,5,5,5,5,5,5,4,Pure by Big C,4,2,4,5,3,5,5,5,4,5,2,Watson,5,5,5,5,5,4,5,5,5,5,5,Boots,5,5,5,4,2,4,5,4,5,2,4,4,5,3,5,5,Pure by Big C,4,4,4,4,4,Watson,5,5,3,99,5,Boots,5,5,3,99,5,2,,2,2,1,,2,,,,,,5,,,,,1,1,,,,1,,,,,7,C,B,4,C,,4,5,4,4,4,5,4,4,2,4,4,2,3,4,4,4,4,4,4,5,4,4,5,4,4,2,3
225,Pure by Big C,2,1,,,,,,,Watson,,,,1,,,,,Boots,1,,,,,,,2,Pure by Big C,,1,1,1,,,,,1,,,,,,,,,,,Boots,,1,1,,,,,,,D,114,150,150,4,2,2,4,3,5,5,5,5,5,3,Pure by Big C,4,2,2,4,3,5,5,5,4,5,2,Watson,5,5,5,3,4,2,5,5,5,5,5,Boots,5,5,5,3,2,2,4,4,4,2,3,5,5,3,5,5,Pure by Big C,4,4,4,5,5,Watson,5,5,4,99,5,Boots,5,5,4,99,5,2,,,,1,,2,,,,,,4,,,,,,,1,,1,,1,1,,,6,B,B,3,C,,4,4,5,3,4,4,4,5,2,4,4,4,3,4,2,4,4,5,2,4,4,4,5,2,4,1,4
226,Pure by Big C,,1,2,,,,,,Watson,,3,,2,,1,,,Boots,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,1,1,,,,,,,,D,400,2000,1500,4,5,5,4,5,5,5,5,5,5,5,Pure by Big C,4,3,3,4,3,5,4,5,2,4,2,Watson,5,5,5,5,5,4,5,3,5,5,5,Boots,5,5,5,4,5,4,5,3,4,3,3,5,5,5,5,5,Pure by Big C,4,3,4,5,4,Watson,5,5,4,5,5,Boots,4,5,5,99,5,2,,,2,1,2,1,,,,,,4,,4,,1,1,,1,,,1,1,,,,4,B,B,4,C,,4,5,4,5,4,4,4,5,2,2,4,4,4,5,2,4,4,4,5,4,5,4,5,4,4,1,4
227,Pure by Big C,1,2,,,,,,,Watson,,,,1,,,,,Boots,,,,1,,,,,Pure by Big C,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,D,500,400,300,5,5,4,5,5,5,5,5,4,5,4,Pure by Big C,3,3,4,3,4,4,3,4,4,4,3,Watson,4,4,4,4,4,4,4,4,4,4,4,Boots,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,Pure by Big C,5,4,4,4,4,Watson,5,4,4,99,4,Boots,4,4,4,99,4,2,,,,1,,2,,,,,,4,,,,,1,1,1,1,,1,,,,,7,B,B,4,B,,3,4,3,4,4,3,4,4,4,3,4,3,3,3,4,3,4,5,4,4,3,4,4,4,4,2,4
228,Pure by Big C,1,2,,,,,,,Watson,,,,1,,,,,,,,,,,,,,Pure by Big C,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,C,250,300,,5,5,5,5,5,5,5,5,5,5,5,Pure by Big C,4,4,4,4,4,4,4,4,4,4,4,Watson,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,5,5,5,5,5,Pure by Big C,4,4,4,4,4,Watson,4,5,5,4,4,,,,,,,,,,,1,,1,,,,,,5,,4,,1,1,1,1,,1,,,,,,6,C,B,4,B,,4,4,5,4,4,5,4,4,3,4,5,5,4,4,4,4,5,4,4,5,3,4,4,5,4,4,4
229,Pure by Big C,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,250,,,5,5,4,5,5,5,5,4,4,5,4,Pure by Big C,4,4,4,4,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,Pure by Big C,4,4,4,4,4,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,1,1,1,1,,,,,,,,3,C,B,4,B,,4,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4
230,Pure by Big C,1,,,,,,,,,,,,,,,,,,,,,,,,,,Pure by Big C,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,100,,,5,4,5,5,5,5,5,4,4,5,5,Pure by Big C,5,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,Pure by Big C,4,4,4,4,4,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,1,1,1,,,,,,,,,3,C,B,4,B,,4,4,5,3,4,5,4,4,3,4,5,5,3,4,4,4,5,3,4,4,5,4,4,4,4,3,4
231,Pure by Big C,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,Pure by Big C,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,B,100,,,4,3,4,4,3,4,4,3,4,4,3,Pure by Big C,4,3,4,4,3,4,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,Pure by Big C,4,4,3,4,4,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,1,,,1,1,,,,,3,B,B,4,B,,3,4,1,5,2,2,2,5,5,2,4,4,1,5,2,1,5,2,1,3,4,4,5,4,2,1,5
232,Pure by Big C,1,2,,,,3,,,Save Drug,1,2,3,,,,,,,,,,,,,,,Pure by Big C,,1,1,1,,,,,,Save Drug,,1,1,,,,1,,,,,,,,,,,,,D,100,100,,4,5,3,4,3,4,4,4,4,5,4,Pure by Big C,4,4,4,4,4,4,5,4,4,4,4,Save Drug,4,4,4,4,2,2,4,4,4,4,4,,,,,,,,,,,,,4,4,5,5,5,Pure by Big C,5,5,5,5,5,Save Drug,5,5,5,99,5,,,,,,,,,,,1,2,,,,,,,4,,,,,,1,,,,1,,1,,,3,A,A,3,B,,2,3,2,4,3,2,4,2,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3
233,Pure by Big C,3,1,,,,2,,,Watson,2,1,,,,3,,,,,,,,,,,,Pure by Big C,,1,1,1,,,,,,watson,,1,1,1,,,,,,,,,,,,,,,,D,500,100,,4,3,3,4,4,4,4,4,4,4,4,Pure by Big C,3,3,4,4,4,4,4,4,4,4,3,Watson,2,3,4,4,4,4,3,4,3,4,4,,,,,,,,,,,,,4,5,5,5,5,Pure by Big C,4,4,4,4,4,Watson,5,4,4,99,4,,,,,,,,,,,1,,2,,,,,,4,,,,,,1,,,,,,,,,3,B,B,4,C,,2,4,2,4,4,2,4,3,4,3,4,4,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4
234,Pure by Big C,1,,2,,,,,,Boots,,2,,1,3,,,,Watson,,2,,1,3,,,,Pure by Big C,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,200,300,400,4,4,4,5,5,4,4,4,3,4,4,Pure by Big C,4,4,3,3,4,3,4,4,4,4,4,Boots,4,4,4,4,4,4,4,4,4,4,4,Watson,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,Pure by Big C,4,4,4,4,4,Boots,4,5,3,99,3,Watson,4,5,3,99,3,2,,,,1,,2,,,,,,4,,,,1,1,1,,,,,,,,1,3,A,A,4,C,,3,4,3,4,3,2,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,4,3,3,3
235,Pure by Big C,1,2,,,,3,,,Watson,,1,,2,,3,,,Boots,,1,,2,,3,,,Pure by Big C,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,D,200,300,300,4,4,5,4,4,5,4,4,5,4,4,Pure by Big C,4,4,5,4,4,4,4,5,4,4,4,Watson,4,4,4,2,4,3,3,3,3,3,3,Boots,3,2,3,3,3,3,3,2,3,3,3,4,5,4,4,4,Pure by Big C,3,4,4,4,4,Watson,3,3,3,99,3,Boots,3,3,3,99,3,2,,,,1,,2,,,,,,4,,,,,,1,,,,1,,,,,3,B,B,4,B,,2,1,5,4,2,2,1,5,4,3,4,4,3,4,3,2,4,4,4,4,4,4,4,5,4,4,5
236,Pure by Big C,2,1,,,,3,,,Boots,,,,,2,3,1,,Watson,,,,,2,3,1,,Pure by Big C,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,C,200,500,500,3,4,4,3,4,4,3,4,4,4,4,Pure by Big C,3,4,4,3,4,4,3,4,3,4,4,Boots,3,4,4,3,4,4,3,4,3,4,4,Watson,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,Pure by Big C,4,3,4,4,3,Boots,4,3,3,99,3,Watson,3,3,3,99,3,2,,,,1,2,2,,,,,,4,,,,,,1,,,,1,,,,,7,B,A,4,B,,2,2,3,4,2,2,4,4,4,1,4,3,4,3,2,4,4,3,2,2,4,4,4,4,4,1,4
237,Pure by Big C,1,,,,3,2,,,,,,,,,,,,,,,,,,,,,Pure by Big C,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,C,200,,,4,5,4,4,4,4,4,5,4,4,4,Pure by Big C,4,3,4,4,4,5,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,Pure by Big C,5,4,4,4,4,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,1,,,,,,,,,3,B,B,4,B,,2,2,3,3,3,2,4,5,5,1,4,4,2,3,2,4,4,3,4,4,4,3,4,5,3,1,5
238,Pure by Big C,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,Pure by Big C,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,C,200,,,4,5,4,4,3,4,4,3,4,4,4,Pure by Big C,3,4,4,3,4,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,Pure by Big C,4,3,4,4,3,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,1,,,,,,,,,3,B,B,4,B,,4,4,2,3,1,4,4,5,5,2,4,3,2,3,2,4,5,1,3,4,4,4,5,4,2,2,4
239,Watson,,,,2,,1,3,,Boots,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,500,500,,2,3,4,3,3,4,3,3,4,3,3,Watson,3,3,4,3,3,4,3,4,4,4,4,Boots,3,4,4,4,3,3,4,4,4,4,4,,,,,,,,,,,,,3,4,4,3,4,Watson,3,4,3,3,4,Boots,3,4,4,99,3,,,,,,,2,,,,,,1,,,,,,,,4,,,,,,,,1,,,,,7,B,B,4,,,4,4,5,4,4,4,4,5,4,3,4,4,3,4,4,4,4,5,4,3,4,4,5,4,3,4,4
240,Watson,,,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,200,,,3,4,4,3,4,3,4,4,3,4,4,Watson,4,3,4,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,Watson,4,4,3,99,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,1,1,,,,7,B,B,4,,,3,4,5,5,3,1,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4
241,Watson,,3,,1,,2,,,P&F,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,500,500,,3,4,4,4,4,5,4,3,4,4,4,Watson,3,4,4,4,4,4,4,4,3,4,4,P&F,3,4,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,5,5,4,4,4,Watson,4,4,3,99,3,P&F,4,3,3,99,4,,,,,,,,,,2,,,2,,,,,,,,,,1,,1,1,,,,,,,,4,C,B,2,,,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
242,Boots,,3,,1,2,,,,Watson,,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,400,400,,4,4,4,5,4,4,4,4,4,5,4,Boots,3,4,4,3,4,4,5,5,4,4,4,Watson,3,4,5,3,4,5,4,4,4,4,4,,,,,,,,,,,,,5,5,5,5,5,Boots,4,4,3,99,4,Watson,5,4,4,99,4,,,,,,,2,,,,,,2,,,,,,,,,,1,,1,1,,,,,,,,1,B,B,4,,,2,3,3,5,4,2,4,4,5,3,4,4,3,4,4,4,4,4,5,5,4,5,4,4,3,4,4
243,Pure by Big C,1,,,,2,3,,,Watson,,,,,2,1,3,,Boots,,,,,2,1,3,,Pure by Big C,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,B,200,500,300,4,5,4,4,5,4,4,5,4,4,4,Pure by Big C,4,5,4,4,5,4,4,5,4,5,4,Watson,4,4,3,3,3,3,3,4,3,4,3,Boots,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,5,Pure by Big C,4,4,5,4,4,Watson,3,3,3,99,3,Boots,3,3,3,99,3,2,,,,1,,2,,,,,,4,,,,,,1,,,,,,,,,3,B,B,4,B,,4,4,3,4,2,3,3,4,4,3,4,4,3,3,3,2,5,4,4,4,4,5,4,5,3,3,5
244,Pure by Big C,1,3,2,,,,,,Save Drug,1,3,2,,,,,,Boots,,3,,1,2,,,,Pure by Big C,,1,1,,,,,,,Save Drug,,1,1,,,,,,,,,,,,,,,,,D,150,150,100,4,3,3,4,4,5,4,4,4,5,4,Pure by Big C,4,4,3,4,4,3,4,4,4,4,3,Save Drug,4,4,3,4,4,3,4,4,4,4,3,Boots,3,4,4,4,4,2,3,4,4,3,4,4,4,4,5,5,Pure by Big C,3,4,4,4,4,Save Drug,4,4,4,99,4,Boots,4,4,4,99,4,2,,,,1,2,,,,,,,4,,,,,,1,,,,,,1,,,3,B,B,3,C,,4,4,5,4,4,3,3,5,5,5,4,4,4,5,5,4,5,4,4,5,5,5,5,4,4,2,5
245,Pure by Big C,1,2,,,,,,,Watson,,2,,1,,,,,,,,,,,,,,Pure by Big C,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,D,200,400,,3,3,4,4,4,4,4,4,3,4,3,Pure by Big C,4,4,3,3,3,3,4,4,4,4,3,Watson,3,4,4,4,4,3,4,4,4,4,4,,,,,,,,,,,,,5,5,4,4,4,Pure by Big C,4,3,3,4,4,Watson,4,3,4,99,4,,,,,,,,,,,1,,2,,,,,,4,,,,1,,1,1,,,,,,,,3,B,B,4,B,,3,4,3,5,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5
246,Pure by Big C,1,,2,,,,,,Watson,,,,1,2,,,,,,,,,,,,,Pure by Big C,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,250,300,,4,4,4,5,5,4,4,4,4,5,4,Pure by Big C,4,4,3,4,3,3,4,4,4,4,4,Watson,3,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,4,4,4,4,4,Pure by Big C,3,3,4,4,4,Watson,4,4,4,99,4,,,,,,,,,,,1,,2,,,,,,5,,,,1,,1,1,,,,,,,,3,B,B,4,B,,2,2,3,5,4,4,4,4,5,4,4,5,4,4,4,4,5,4,5,4,5,5,5,4,4,3,5
247,Pure by Big C,1,3,2,,,,,,Watson,,3,,1,2,,,,,,,,,,,,,Pure by Big C,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,100,300,,3,3,4,4,4,4,4,3,4,4,4,Pure by Big C,4,4,3,3,3,3,4,4,4,4,4,Watson,3,4,4,4,4,3,4,4,4,4,4,,,,,,,,,,,,,5,4,4,4,4,Pure by Big C,3,4,4,4,4,Watson,4,4,4,99,4,,,,,,,,,,,1,,2,,,,,,4,,,,1,1,1,1,,,,,,,,4,C,B,4,B,,3,3,4,4,3,2,4,4,4,5,4,4,5,5,4,4,4,5,4,4,5,5,5,5,4,4,4
248,Pure by Big C,1,2,3,,,,,,Save Drug,,,,1,2,,,,,,,,,,,,,Pure by Big C,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,D,500,700,,4,5,4,4,4,4,5,4,4,4,4,Pure by Big C,5,4,4,4,4,4,4,5,4,4,4,Save Drug,3,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,5,4,4,4,5,Pure by Big C,4,4,4,4,4,Save Drug,3,4,4,99,4,,,,,,,,,,,1,2,,,,,,,4,,,,1,1,1,1,,,,1,,,,3,B,B,4,B,,2,4,3,4,5,2,5,4,3,5,2,3,3,4,3,4,4,4,3,3,2,3,4,4,2,3,3
249,Pure by Big C,1,,,,2,3,,,Save Drug,1,,,,,,,,Watson,,,,,2,1,,,Pure by Big C,,1,1,,,,,,,Save Drug,,1,1,,,,,,,,,,,,,,,,,B,100,100,200,3,4,3,4,3,4,4,3,3,4,4,Pure by Big C,4,4,3,4,4,3,4,4,4,4,3,Save Drug,4,3,4,3,4,4,3,4,3,4,3,Watson,3,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,Pure by Big C,4,3,4,4,4,Save Drug,3,3,3,99,4,Watson,4,4,3,99,3,,,,,1,2,2,,,,,,4,,,,,,1,,,,1,,,,,7,B,B,4,D,,4,4,2,4,3,4,4,5,4,3,4,3,4,4,2,2,4,4,3,4,4,4,4,4,4,2,5
250,Pure by Big C,1,2,,,,3,,,Watson,,3,,,2,,1,,,,,,,,,,,Pure by Big C,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,B,1000,1200,,4,3,4,4,3,4,4,3,4,4,3,Pure by Big C,4,3,4,4,3,4,3,4,4,3,4,Watson,4,4,3,3,4,3,4,4,3,4,4,,,,,,,,,,,,,4,3,4,4,3,Pure by Big C,3,4,4,4,4,Watson,4,3,3,99,4,,,,,,,,,,,1,,2,,,,,,5,,,,,,1,,,,,,,,,3,B,B,4,B,,2,2,2,4,2,1,5,5,5,2,4,4,2,4,4,2,3,4,3,4,5,4,5,3,3,1,5
